Channel,Unix Timestamp,CAN ID (Hex),EXT,DLC,B1,B2,B3,B4,B5,B6,B7,B8
CAN2,1503052413.560336,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.570233,0CFD9200,1,8,F0,FF,FF,FF,FF,FF,FF,FF
CAN2,1503052413.570819,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.580269,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.590377,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.596380,18FFC502,1,8,11,FF,FF,50,00,FF,FF,FF
CAN2,1503052413.600673,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.610289,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.610884,15FF2500,1,8,FF,FF,F0,F0,FF,FF,FF,FF
CAN2,1503052413.620283,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.621331,18FFC502,1,8,11,FF,FF,50,00,FF,FF,FF
CAN2,1503052413.630322,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.640359,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.646366,18FFC502,1,8,11,FF,FF,50,00,FF,FF,FF
CAN2,1503052413.650319,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.721330,18FFC502,1,8,11,FF,FF,50,00,FF,FF,FF
CAN2,1503052413.730312,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.740335,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.746340,18FFC502,1,8,11,FF,FF,50,00,FF,FF,FF
CAN2,1503052413.750339,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.760334,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.765292,18FEDF00,1,8,7D,A0,28,7D,7D,FF,FF,F0
CAN2,1503052413.770222,18FEF600,1,8,FF,73,FE,FF,FF,FF,FF,FF
CAN2,1503052413.770813,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.771396,18FFC502,1,8,11,FF,FF,50,00,FF,FF,FF
CAN2,1503052413.780274,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.790277,18FEF500,1,8,64,FF,FF,FE,FE,FF,FF,FF
CAN2,1503052413.790868,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.796284,18FFC502,1,8,11,FF,FF,50,00,FF,FF,FF
CAN2,1503052413.800394,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.810328,0CFFC600,1,8,32,00,01,FF,FF,FF,FF,FF
CAN2,1503052413.810927,15FF2500,1,8,FF,FF,F0,F0,FF,FF,FF,FF
